Grant Title,Agency,Category,Short Summary,URL,Posted Date,Deadline,Days Left,Last Seen,Source,_id
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/0c5a6324-60ff-4295-b93e-7372f9fef227,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,4bf040165f1f71e2
,Office of the Assistant Secretary for Health,,Description,https://simpler.grants.gov/opportunity/9291f357-5202-4da7-8541-582c3becd270,2024-08-01,2025-03-10,,2025-10-12,simpler.grants.gov,4c2a3a3a706fad78
,Fish and Wildlife Service,,Description,https://simpler.grants.gov/opportunity/2f95a7c8-fdb0-47dc-ac52-e2c11e102c08,2025-01-13,2025-03-10,,2025-10-12,simpler.grants.gov,4c2ff0f6a666ce58
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/77e2839c-f91e-4711-8f21-a05701a4a0e3,2023-01-10,2025-03-10,,2025-10-12,simpler.grants.gov,4c5c1d0449726644
,DOT Federal Highway Administration,,Description,https://simpler.grants.gov/opportunity/e3f6d91a-ca27-410b-931b-e807504dc8eb,2024-10-01,2025-03-10,,2025-10-12,simpler.grants.gov,4c706c5a99de5165
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/56cb921d-6c86-4108-bf10-a2ec4f8ceef3,2025-05-05,2025-03-10,,2025-10-12,simpler.grants.gov,4cc886ae531b9664
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/dc4a1879-6e72-4d6f-8303-34f4c71cd5f5,2009-03-05,2025-03-10,,2025-10-12,simpler.grants.gov,4cd47c574e69ad9a
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/67f0ad26-8547-46d9-bcde-585000c66a44,2025-01-18,2025-03-10,,2025-10-12,simpler.grants.gov,4cd5ece59cbdb08b
,Geological Survey,,Description,https://simpler.grants.gov/opportunity/15b02afa-f7e4-455f-9b08-37d52f9f6e97,2025-09-25,2025-03-10,,2025-10-12,simpler.grants.gov,4ce618a67ed1d84b
,Dept. of the Army -- USAMRAA,,Description,https://simpler.grants.gov/opportunity/c84ecbec-b258-4470-afa0-ff82d26ad823,2022-09-19,2025-03-10,,2025-10-12,simpler.grants.gov,4ce6b2c9d7a629be
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/c1cd2eff-5a3f-42ee-9f01-547f7cb55686,2024-11-18,2025-03-10,,2025-10-12,simpler.grants.gov,4cf0a562184ec2cc
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/7edf8107-676a-478d-8049-f2971fbdab7c,2024-09-26,2025-03-10,,2025-10-12,simpler.grants.gov,4cf41a43f4513494
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/2b691a00-a1e7-4855-a1df-673f9d7c8a79,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,4cf6862bf65fabf8
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/e7274f1f-6c35-4794-b86f-38504861afbc,2024-11-15,2025-03-10,,2025-10-12,simpler.grants.gov,4d1b54b24d647158
,Homeless Providers Grant and Per Diem Program,,Description,https://simpler.grants.gov/opportunity/f3ba2089-bbc7-4029-8b05-d6d11354d6db,2024-10-03,2025-03-10,,2025-10-12,simpler.grants.gov,4d25bb670ad0057d
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/9ea57cf9-811c-4b26-9d18-fc27169861e7,2025-01-08,2025-03-10,,2025-10-12,simpler.grants.gov,4d3fc095b21111b6
,U.S. Mission to Cyprus,,Description,https://simpler.grants.gov/opportunity/84591a58-29e7-4e31-ab4d-f31851650ae8,2025-05-05,2025-03-10,,2025-10-12,simpler.grants.gov,4d79496774e607cc
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/e30d88b1-d2e7-4ea7-a014-a2814177bdf6,2025-07-17,2025-03-10,,2025-10-12,simpler.grants.gov,4da44de15750b525
,Air Force -- Research Lab,,Description,https://simpler.grants.gov/opportunity/76e69002-8eff-4020-877e-6185de52139e,2025-08-07,2025-03-10,,2025-10-12,simpler.grants.gov,4daff1b0ad863527
,Centers for Disease Control-GHC,,Description,https://simpler.grants.gov/opportunity/790f847d-65a1-4a11-949a-b239a1b4d4d4,2025-08-22,2025-03-10,,2025-10-12,simpler.grants.gov,4df22832797d5077
,NASA Headquarters,,Description,https://simpler.grants.gov/opportunity/70088007-0448-47b5-acdf-bb1b04f5678d,2025-02-21,2025-02-21,,2025-10-12,simpler.grants.gov,4e0315533b3e1b8a
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/f919eaae-787c-4900-91b1-92e5e088a893,2025-09-22,2025-03-10,,2025-10-12,simpler.grants.gov,4e21a8a85b5d08b2
,Centers for Disease Control and Prevention - ERA,,Description,https://simpler.grants.gov/opportunity/5a94809d-68d0-4bb0-a4a1-454d38f96efc,2018-05-24,2025-03-10,,2025-10-12,simpler.grants.gov,4e2dafc8c576fd0d
,Foreign Agricultural Service,,Description,https://simpler.grants.gov/opportunity/ff1dfffa-f8cd-4564-ad5e-6eb89fea19e3,2025-09-12,2025-03-10,,2025-10-12,simpler.grants.gov,4e682ed445a7b14e
,Centers for Disease Control and Prevention - ERA,,Description,https://simpler.grants.gov/opportunity/e65c6bdf-15d4-410c-9be4-e55308bd2be2,2023-10-20,2025-03-10,,2025-10-12,simpler.grants.gov,4e81c757ae74e2da
,NSWC CRANE - N00164,,Description,https://simpler.grants.gov/opportunity/e550440d-b923-46f8-83fd-79b13343f31c,2024-02-08,2025-03-10,,2025-10-12,simpler.grants.gov,4e91c85b98449fac
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/52d5ea96-3b4d-40cf-9b28-6bf6d571862b,2025-06-10,2025-03-10,,2025-10-12,simpler.grants.gov,4ea8194f4105036d
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/4c2c5a17-fc4e-4833-8eeb-f59b2fdb61d0,2023-11-24,2025-03-10,,2025-10-12,simpler.grants.gov,4ee4d88f2a24463a
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/7dc976b1-c6ab-4669-b482-5ff5173e4a4e,2025-06-13,2025-03-10,,2025-10-12,simpler.grants.gov,4eeaf20867f6b988
,Army Contracting Command Rock Island,,Description,https://simpler.grants.gov/opportunity/f3b7c04e-a364-4193-9c76-96aea974d618,2025-04-16,2025-03-10,,2025-10-12,simpler.grants.gov,4f0dcfe826940542
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/f0b6f88d-7241-42c5-ae81-ffff4c01f04e,2024-11-22,2025-03-10,,2025-10-12,simpler.grants.gov,4f8261b2d18ee8f0
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/a40e3eeb-c307-4bf5-b200-fe371948ad95,2024-04-25,2025-03-10,,2025-10-12,simpler.grants.gov,4fa568b291b4084b
,U.S. Mission to China,,Description,https://simpler.grants.gov/opportunity/8b8e84db-ef5a-4e00-8d5b-f316b7dfe960,2019-05-09,2025-03-10,,2025-10-12,simpler.grants.gov,4fbf5d940ac55a63
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/99e43e8c-dfd4-4e00-9930-081ca0dd9eae,2024-12-06,2025-03-10,,2025-10-12,simpler.grants.gov,4ff25db45da640f9
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/c32471d8-ae64-4d6a-917c-430417bdd3c1,2024-12-06,2025-03-10,,2025-10-12,simpler.grants.gov,4ff88d317d7dced9
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/e8d1f652-395f-41a1-a833-e9a7376dd6a5,2024-01-17,2025-03-10,,2025-10-12,simpler.grants.gov,501d914607bbdf96
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/0722ef53-909e-498a-b773-56ce1ca45d1e,2025-06-09,2025-03-10,,2025-10-12,simpler.grants.gov,50535e7fa95521c4
,Administration for Children and Families - OPRE,,Description,https://simpler.grants.gov/opportunity/8cb2473d-5b95-4513-8819-b11d849d9a4d,2025-09-25,2025-03-10,,2025-10-12,simpler.grants.gov,506a224867923ac6
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/a17265a0-a839-4e4a-b114-49c9254cd4a7,2025-05-28,2025-03-10,,2025-10-12,simpler.grants.gov,50973d6abf4862bd
,U.S. Mission to Spain,,Description,https://simpler.grants.gov/opportunity/cf16b93e-9744-4efd-80ea-47f2e85dd940,2022-10-21,2025-03-10,,2025-10-12,simpler.grants.gov,50f2a440901bab3a
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/944cc2fe-ff34-430f-8a21-d34bccd2f5cd,2024-11-21,2025-03-10,,2025-10-12,simpler.grants.gov,514c9b909ff158f2
,Rural Business-Cooperative Service,,Description,https://simpler.grants.gov/opportunity/806174a5-61cf-4bcb-946b-e6cd65b52726,2015-10-13,2025-03-10,,2025-10-12,simpler.grants.gov,514df3197838dbde
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/7dd62f45-2039-435b-a6ad-746fdeb8aed1,2024-10-18,2025-03-10,,2025-10-12,simpler.grants.gov,5170866c853d43fa
,NNSA,,Description,https://simpler.grants.gov/opportunity/a3508eaf-0939-40bd-b62a-0dd29e06fbe6,2024-01-05,2025-03-10,,2025-10-12,simpler.grants.gov,51e05d8278078b6c
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/ae75aa4f-e367-4730-8524-b54dd8e38b66,2025-06-18,2025-03-10,,2025-10-12,simpler.grants.gov,51eab7e0b92cd73a
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/96ebf1ff-7ddc-429d-b059-15cc5f577eec,2025-09-12,2025-03-10,,2025-10-12,simpler.grants.gov,51fd3d2aff12bdc9
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/3378fa08-6551-4cd6-a483-590bf9b25e69,2025-06-25,2025-03-10,,2025-10-12,simpler.grants.gov,521191961618a09a
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/150c6b5c-58b7-4f36-b4ea-177341a92b2c,2019-09-12,2025-03-10,,2025-10-12,simpler.grants.gov,5230e8fd3466782b
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/ef298045-f662-4326-a5c5-025120ed6447,2025-06-27,2025-03-10,,2025-10-12,simpler.grants.gov,52932f33dc8966d3
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/c85038d2-7966-43c4-b238-d09482b370b0,2025-05-28,2025-03-10,,2025-10-12,simpler.grants.gov,52a113ebb4ae4144
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/8cdbfe4b-7ea9-49f8-9497-9dc2021866a3,2024-04-05,2025-03-10,,2025-10-12,simpler.grants.gov,52c42152b6052eda
,Office of the Assistant Secretary for Health,,Description,https://simpler.grants.gov/opportunity/040e3cf3-0d44-4cfd-ac23-6b1d13c4d848,2025-07-11,2025-03-10,,2025-10-12,simpler.grants.gov,52c7a599d24793fd
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/61b3fa3d-491d-4a13-b580-2000a9d17564,2025-07-18,2025-03-10,,2025-10-12,simpler.grants.gov,52cb4395c2ab612d
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/c0eb03bb-3e20-459f-850e-a8cf1e1271c1,2024-12-18,2025-03-10,,2025-10-12,simpler.grants.gov,52cc33d325352b52
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/54710f6a-f98f-4617-b2a2-8d2afeac966b,2024-11-18,2025-03-10,,2025-10-12,simpler.grants.gov,52e3006b36d23eee
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/c07c44b8-3f7a-4847-ab2b-be984415f0e3,2024-10-02,2025-03-10,,2025-10-12,simpler.grants.gov,52e68e78e0393b3e
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/056e3a67-1026-4330-a98d-dad49975a09d,2025-01-06,2025-03-10,,2025-10-12,simpler.grants.gov,52fab0d1ec9c39da
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/ddc111aa-2808-4719-9c09-d7995a9a4860,2015-08-13,2025-03-10,,2025-10-12,simpler.grants.gov,533c81f8dc3b64a8
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/4106e2ef-3992-43ed-adc3-7ce900eaa60c,2022-08-01,2025-03-10,,2025-10-12,simpler.grants.gov,53ea714650622493
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/91646887-7c4c-414b-9b0e-6d550296ece1,2024-12-30,2025-03-10,,2025-10-12,simpler.grants.gov,544aa62ea75fb4f0
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/a4b979f6-2f1a-424d-a3ef-e4d5c3210bd2,2024-11-06,2025-03-10,,2025-10-12,simpler.grants.gov,545716b087f65a06
,Agency for Health Care Research and Quality,,Description,https://simpler.grants.gov/opportunity/7f373527-c164-444e-82b7-bd5c9deb40ee,2024-07-19,2025-03-10,,2025-10-12,simpler.grants.gov,5472dc04b7481cc4
,Health Resources and Services Administration,,Description,https://simpler.grants.gov/opportunity/5e4cd192-db39-4232-8ab6-11e4e6f24e99,2025-07-24,2025-03-10,,2025-10-12,simpler.grants.gov,54b4a7e2988746cc
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/f570f767-ac1d-4ce4-975a-c32403e028e1,2024-11-26,2025-03-10,,2025-10-12,simpler.grants.gov,54c18c89a4eddeb3
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/30ea9a22-7365-4503-8052-498cc211d382,2024-07-09,2025-03-10,,2025-10-12,simpler.grants.gov,54e62c3cb838cb44
,U.S. Mission to the Democratic Republic of Congo,,Description,https://simpler.grants.gov/opportunity/0e2de9a4-eb85-4ce3-9fad-6f0fbcb41fcd,2021-07-02,2025-03-10,,2025-10-12,simpler.grants.gov,5514e0fdf8a6ba37
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/8212b1d6-5192-4926-8bbb-ee8522f33a10,2025-09-26,2025-03-10,,2025-10-12,simpler.grants.gov,554a4f65ab836845
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/32648a71-dbd9-438f-9370-a87e2c5ebe37,2022-12-15,2025-03-10,,2025-10-12,simpler.grants.gov,55ad2a45d4960503
,U.S. Mission to Argentina,,Description,https://simpler.grants.gov/opportunity/d347577d-f1ca-4138-843e-3f237ef0a180,2025-04-17,2025-03-10,,2025-10-12,simpler.grants.gov,55b3cd24f4e66580
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/a07130c9-e1e8-487a-b5d7-20757d5ef21d,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,55c0a42ff4f3ea1f
,Agency for Health Care Research and Quality,,Description,https://simpler.grants.gov/opportunity/31fce45e-f403-4e63-a8a8-0cb8d9119bd0,2024-02-06,2025-03-10,,2025-10-12,simpler.grants.gov,55f536733f0af97e
,Food and Drug Administration,,Description,https://simpler.grants.gov/opportunity/14c2b96f-e210-4856-8901-f8278996198a,2024-11-05,2025-03-10,,2025-10-12,simpler.grants.gov,561b5b8574ee2472
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/cb50bf8f-e3ab-444e-8d32-9175b16472c4,2019-08-30,2025-03-10,,2025-10-12,simpler.grants.gov,562efb2c728fe199
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/6591f0bc-cdc4-4ef5-93c1-2a8e115e3b23,2023-04-05,2025-03-10,,2025-10-12,simpler.grants.gov,5635677180e2b0f2
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/57c3cd68-e9e5-42c4-ac5b-b31a3ee245e3,2025-06-27,2025-03-10,,2025-10-12,simpler.grants.gov,565bbca2be4460a7
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/50f3efc1-a95b-419c-bd5e-b89edc3dc80c,2024-11-18,2025-03-10,,2025-10-12,simpler.grants.gov,565e178a2e5fbf19
,Administration for Children and Families - OHS,,Description,https://simpler.grants.gov/opportunity/5aabd9ae-57bb-4966-925d-c6d9fd3d0099,2025-06-26,2025-03-10,,2025-10-12,simpler.grants.gov,5677f8cea36a5f9f
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/f5cf6c3f-72e1-46b8-8a24-2a258010399e,2025-08-05,2025-03-10,,2025-10-12,simpler.grants.gov,567b0a32c9ce8e7a
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/cf8ff8f4-6cad-48a9-abd6-0d71ef8c9b9d,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,5685d37e6d94b12d
,Office of Naval Research,,Description,https://simpler.grants.gov/opportunity/0ac87bc2-231e-4ce6-a262-a313a95d8c9d,2025-07-07,2025-03-10,,2025-10-12,simpler.grants.gov,5686323486dbbea9
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/0b70b41e-d616-4689-adc2-b1633401efb3,2022-08-18,2025-03-10,,2025-10-12,simpler.grants.gov,56abe7682263994f
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/bcea277b-9a2a-48fa-a2cb-796e56df744b,2024-02-20,2025-03-10,,2025-10-12,simpler.grants.gov,56cb6784c6d0eaea
,Naval Supply Systems Command,,Description,https://simpler.grants.gov/opportunity/5dba3b5b-e5cf-4867-8cfb-b32057ce2b43,2022-01-13,2025-03-10,,2025-10-12,simpler.grants.gov,56fc2aa1f9874ad9
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/1226304e-56a0-4eaf-a941-4fcc574ef80f,2025-06-09,2025-03-10,,2025-10-12,simpler.grants.gov,570ba7e26d9aaef9
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/1346db63-0f5a-483b-a8e6-48156ba10da0,2023-04-21,2025-03-10,,2025-10-12,simpler.grants.gov,5713bdbd4cc67497
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/99880b2a-a7d3-4869-a2f9-ef4c6e1f019e,2025-05-06,2025-03-10,,2025-10-12,simpler.grants.gov,579bf888c213fd71
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/1f00aff3-c8ff-4121-92cd-a86f16d17a1d,2018-09-08,2025-03-10,,2025-10-12,simpler.grants.gov,57d1049b3d8e5111
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/db6499a2-8d2f-44a8-af4f-98215a0afcd6,2024-10-01,2025-03-10,,2025-10-12,simpler.grants.gov,57e0421d363ca267
,Dept. of the Army -- USAMRAA,,Description,https://simpler.grants.gov/opportunity/91df228e-008c-4e4a-97b9-af0cd1f98b64,2025-06-05,2025-03-10,,2025-10-12,simpler.grants.gov,57e9723f1fb34e00
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/47ad0df6-2cc7-4802-9c9d-b3abfe195a1c,2025-06-12,2025-03-10,,2025-10-12,simpler.grants.gov,5834a3d3c28c0202
,Centers for Disease Control - NCBDDD,,Description,https://simpler.grants.gov/opportunity/a65b2093-8919-4366-8aae-91c50e0ad1b0,2025-08-25,2025-03-10,,2025-10-12,simpler.grants.gov,586c1c5354a930d7
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/26c3595f-9066-4e0d-b52d-ef8ded469ec2,2025-05-21,2025-03-10,,2025-10-12,simpler.grants.gov,586d7b34d5728926
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/81895450-caf7-48ab-bab4-b80f0d74e3b1,2025-06-27,2025-03-10,,2025-10-12,simpler.grants.gov,58a3542ee8fcd15a
,U.S. Mission to Bahrain,,Description,https://simpler.grants.gov/opportunity/36f61e2e-3dc4-493a-a533-9562247db3ed,2025-08-03,2025-03-10,,2025-10-12,simpler.grants.gov,58af7523d261ec0f
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/32dcf252-e495-4dbc-a0ad-b3636888c389,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,5930f594e3c2ea49
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/bff7d656-b162-4dd9-9f3c-33087d58a7c1,2022-07-11,2025-03-10,,2025-10-12,simpler.grants.gov,596c7e0ef553ba10
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/9f9e47ff-9a7b-4ab5-b55c-fb64273defdd,2024-04-24,2025-03-10,,2025-10-12,simpler.grants.gov,59883a7f3d9b127e
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/d7d6775c-6d7d-49aa-a95f-23a824fe646e,2024-02-13,2025-03-10,,2025-10-12,simpler.grants.gov,5a05b72c2df411ad
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/afb03ca4-ddb4-4fee-8813-c19520fb09ab,2025-06-25,2025-03-10,,2025-10-12,simpler.grants.gov,5a3c0c0f4bc8abc1
,Naval Research Laboratory,,Description,https://simpler.grants.gov/opportunity/cfc6b671-fccf-4c37-8018-e7732e36b355,2017-03-01,2017-03-01,,2025-10-12,simpler.grants.gov,5a68b9f92a27615d
,Centers for Disease Control and Prevention - ERA,,Description,https://simpler.grants.gov/opportunity/d0bef986-5879-4e12-b326-c54b51a1ca7c,2024-11-27,2025-03-10,,2025-10-12,simpler.grants.gov,5ac5f605910e177f
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/ca93b895-6ca4-4379-b016-ff97bbb6ce41,2025-08-27,2025-03-10,,2025-10-12,simpler.grants.gov,5b28f69aeeb5cb6e
